"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","PartiallyUpdateUser_NewZipCodeIsIncorrect_ResponseStatusCodeIsFailedDependency_UserIsNotUpdated","","Tue Aug 05 14:05:39 GMT 2025","broken","Tue Aug 05 14:05:39 GMT 2025","Update User Service","","UpdateUserServiceTests","PartiallyUpdateUser_NewZipCodeIsIncorrect_ResponseStatusCodeIsFailedDependency_UserIsNotUpdated"
"","11","GetUsers_OlderThanFilterApplied_FilteredUsersAreReturned","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Get User Service","","GetUsersServiceTests","GetUsers_OlderThanFilterApplied_FilteredUsersAreReturned"
"","22","CreateUser_SexFieldIsMissed_ResponseStatusCodeIsConflict_UserIsNotAdded","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Create User Service","","CreateUserServiceTests","CreateUser_SexFieldIsMissed_ResponseStatusCodeIsConflict_UserIsNotAdded"
"","750","UploadUsers_UserHasMissedRequiredField_ResponseStatusCodeIsConflict_UsersAreNotUploaded","","Tue Aug 05 14:05:42 GMT 2025","passed","Tue Aug 05 14:05:42 GMT 2025","Upload Users Service","","UploadUsersServiceTests","UploadUsers_UserHasMissedRequiredField_ResponseStatusCodeIsConflict_UsersAreNotUploaded"
"","28","GetUsers_FilteredByAgeAndFemaleSex_FilteredUsersAreReturned","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Get User Service","","GetUsersServiceTests","GetUsers_FilteredByAgeAndFemaleSex_FilteredUsersAreReturned"
"","27","CreateUser_RequiredFieldsAreFilledIn_ResponseStatusCodeIsCreated_UserIsAdded","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Create User Service","","CreateUserServiceTests","CreateUser_RequiredFieldsAreFilledIn_ResponseStatusCodeIsCreated_UserIsAdded"
"","26","ExpandZipCodes_NewZipCodesHaveDublicates_DublicatesAreNotAdded","","Tue Aug 05 14:05:42 GMT 2025","passed","Tue Aug 05 14:05:42 GMT 2025","Zip Code Service","","ZipCodeServiceTests","ExpandZipCodes_NewZipCodesHaveDublicates_DublicatesAreNotAdded"
"","50","DeleteUser_RequiredFieldIsMissed_ResponseStatusCodeIsConflict_UserIsNotDeleted_UsedZipCodeIsNotReturnedBack","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Delete User Service","","DeleteUserServiceTests","DeleteUser_RequiredFieldIsMissed_ResponseStatusCodeIsConflict_UserIsNotDeleted_UsedZipCodeIsNotReturnedBack"
"","645","CreateUser_AllFieldsAreFilledIn_ResponseStatusCodeIsCreated_UserIsAdded_UsedZipCodeIsRemoved","","Tue Aug 05 14:05:38 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Create User Service","","CreateUserServiceTests","CreateUser_AllFieldsAreFilledIn_ResponseStatusCodeIsCreated_UserIsAdded_UsedZipCodeIsRemoved"
"","21","UpdateUser_UserToChangeDoesNotExist_ResponseStatusCodeIsBadRequest","","Tue Aug 05 14:05:40 GMT 2025","passed","Tue Aug 05 14:05:40 GMT 2025","Update User Service","","UpdateUserServiceTests","UpdateUser_UserToChangeDoesNotExist_ResponseStatusCodeIsBadRequest"
"","74","DeleteUser_AllFieldsAreFilledIn_ResponseStatusCodeIsNoContent_UserIsDeleted_UsedZipCodeIsReturnedBack","","Tue Aug 05 14:05:39 GMT 2025","failed","Tue Aug 05 14:05:39 GMT 2025","Delete User Service","","DeleteUserServiceTests","DeleteUser_AllFieldsAreFilledIn_ResponseStatusCodeIsNoContent_UserIsDeleted_UsedZipCodeIsReturnedBack"
"","12","PartiallyUpdateUser_UserNewValueIsCorrect_RequiredFiledIsMissed_ResponseStatusCodeIsConflict_UserIsNotUpdated","","Tue Aug 05 14:05:39 GMT 2025","broken","Tue Aug 05 14:05:39 GMT 2025","Update User Service","","UpdateUserServiceTests","PartiallyUpdateUser_UserNewValueIsCorrect_RequiredFiledIsMissed_ResponseStatusCodeIsConflict_UserIsNotUpdated"
"","22","CallExpandZipCodes_ResponseStatusCode_IsCreated","","Tue Aug 05 14:05:42 GMT 2025","passed","Tue Aug 05 14:05:42 GMT 2025","Zip Code Service","","ZipCodeServiceTests","CallExpandZipCodes_ResponseStatusCode_IsCreated"
"","68","CreateUser_NameAndSexExist_ResponseStatusCodeIsBadRequest_UserIsNotAdded","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Create User Service","","CreateUserServiceTests","CreateUser_NameAndSexExist_ResponseStatusCodeIsBadRequest_UserIsNotAdded"
"","26","CallExpandZipCodes_RequestBodyIsNull_ResponseStatusCodeIsCorrect","","Tue Aug 05 14:05:42 GMT 2025","passed","Tue Aug 05 14:05:42 GMT 2025","Zip Code Service","","ZipCodeServiceTests","CallExpandZipCodes_RequestBodyIsNull_ResponseStatusCodeIsCorrect"
"","15","GetUsers_YoungerThanFilterApplied_FilteredUsersAreReturned","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Get User Service","","GetUsersServiceTests","GetUsers_YoungerThanFilterApplied_FilteredUsersAreReturned"
"","28","UpdateUser_RequiredFieldIsMissed_ResponseStatusCodeIsConflict_UserIsNotUpdated","","Tue Aug 05 14:05:40 GMT 2025","broken","Tue Aug 05 14:05:40 GMT 2025","Update User Service","","UpdateUserServiceTests","UpdateUser_RequiredFieldIsMissed_ResponseStatusCodeIsConflict_UserIsNotUpdated"
"","922","UploadUsers_AllFieldsAreFilledIn_ResponseStatusCodeIsCreated_UsersAreUploaded","","Tue Aug 05 14:05:40 GMT 2025","failed","Tue Aug 05 14:05:41 GMT 2025","Upload Users Service","","UploadUsersServiceTests","UploadUsers_AllFieldsAreFilledIn_ResponseStatusCodeIsCreated_UsersAreUploaded"
"","20","GetUsers_FilteredByAgeAndMaleSex_FilteredUsersAreReturned","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Get User Service","","GetUsersServiceTests","GetUsers_FilteredByAgeAndMaleSex_FilteredUsersAreReturned"
"","18","UpdateUser_UserNewValuesAreCorrect_ResponseStatusCodeIsOK_UserIsUpdated","","Tue Aug 05 14:05:40 GMT 2025","broken","Tue Aug 05 14:05:40 GMT 2025","Update User Service","","UpdateUserServiceTests","UpdateUser_UserNewValuesAreCorrect_ResponseStatusCodeIsOK_UserIsUpdated"
"","41","GetUsers_FilteredByFemaleSex_FilteredUsersAreReturned","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Get User Service","","GetUsersServiceTests","GetUsers_FilteredByFemaleSex_FilteredUsersAreReturned"
"","7","GetUsers_ResponseStatusCode_IsOK_UsersAreReturned","","Tue Aug 05 14:05:39 GMT 2025","failed","Tue Aug 05 14:05:39 GMT 2025","Get User Service","","GetUsersServiceTests","GetUsers_ResponseStatusCode_IsOK_UsersAreReturned"
"","37","DeleteUser_RequiredFieldsAreFilledIn_ResponseStatusCodeIsNoContent_UserIsDeleted_UsedZipCodeIsReturnedBack","","Tue Aug 05 14:05:39 GMT 2025","failed","Tue Aug 05 14:05:39 GMT 2025","Delete User Service","","DeleteUserServiceTests","DeleteUser_RequiredFieldsAreFilledIn_ResponseStatusCodeIsNoContent_UserIsDeleted_UsedZipCodeIsReturnedBack"
"","9","PartiallyUpdateUser_UserNewValueIsCorrect_ResponseStatusCodeIsOK_UserIsUpdated","","Tue Aug 05 14:05:39 GMT 2025","broken","Tue Aug 05 14:05:39 GMT 2025","Update User Service","","UpdateUserServiceTests","PartiallyUpdateUser_UserNewValueIsCorrect_ResponseStatusCodeIsOK_UserIsUpdated"
"","12","UpdateUser_UserNewValuesAreNull_ResponseStatusCodeIsBadRequest","","Tue Aug 05 14:05:40 GMT 2025","broken","Tue Aug 05 14:05:40 GMT 2025","Update User Service","","UpdateUserServiceTests","UpdateUser_UserNewValuesAreNull_ResponseStatusCodeIsBadRequest"
"","8","GetZipCodes_ResponseStatusCode_IsOK_ZipCodesAreReturned","","Tue Aug 05 14:05:42 GMT 2025","passed","Tue Aug 05 14:05:42 GMT 2025","Zip Code Service","","ZipCodeServiceTests","GetZipCodes_ResponseStatusCode_IsOK_ZipCodesAreReturned"
"","24","CreateUser_ZipCodeIsIncorrect_ResponseStatusCodeIsFailedDependency_UserIsNotAdded","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Create User Service","","CreateUserServiceTests","CreateUser_ZipCodeIsIncorrect_ResponseStatusCodeIsFailedDependency_UserIsNotAdded"
"","780","UploadUsers_UserHasInvalidZipCode_ResponseStatusCodeIsFailedDependency_UsersAreNotUploaded","","Tue Aug 05 14:05:41 GMT 2025","passed","Tue Aug 05 14:05:41 GMT 2025","Upload Users Service","","UploadUsersServiceTests","UploadUsers_UserHasInvalidZipCode_ResponseStatusCodeIsFailedDependency_UsersAreNotUploaded"
"","47","CreateUser_NameFieldIsMissed_ResponseStatusCodeIsConflict_UserIsNotAdded","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Create User Service","","CreateUserServiceTests","CreateUser_NameFieldIsMissed_ResponseStatusCodeIsConflict_UserIsNotAdded"
"","13","GetUsers_FilteredByMaleSex_FilteredUsersAreReturned","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Get User Service","","GetUsersServiceTests","GetUsers_FilteredByMaleSex_FilteredUsersAreReturned"
"","17","ExpandZipCodes_NewZipCodes_AreAddedToAvailable","","Tue Aug 05 14:05:42 GMT 2025","passed","Tue Aug 05 14:05:42 GMT 2025","Zip Code Service","","ZipCodeServiceTests","ExpandZipCodes_NewZipCodes_AreAddedToAvailable"
"","18","UpdateUser_UserToChangeIsNull_ResponseStatusCodeIsBadRequest","","Tue Aug 05 14:05:40 GMT 2025","passed","Tue Aug 05 14:05:40 GMT 2025","Update User Service","","UpdateUserServiceTests","UpdateUser_UserToChangeIsNull_ResponseStatusCodeIsBadRequest"
"","6","GetUsers_FilteredByOlderAndYoungerAge_ResponseStatusCode_IsConflict","","Tue Aug 05 14:05:39 GMT 2025","passed","Tue Aug 05 14:05:39 GMT 2025","Get User Service","","GetUsersServiceTests","GetUsers_FilteredByOlderAndYoungerAge_ResponseStatusCode_IsConflict"
"","10","UpdateUser_NewZipCodeIsIncorrect_ResponseStatusCodeIsFailedDependency_UserIsNotUpdated","","Tue Aug 05 14:05:39 GMT 2025","broken","Tue Aug 05 14:05:40 GMT 2025","Update User Service","","UpdateUserServiceTests","UpdateUser_NewZipCodeIsIncorrect_ResponseStatusCodeIsFailedDependency_UserIsNotUpdated"
